source,record_id,name,other_names,address,city,state,postal_code,phone,taxonomy,last_updated,latitude,longitude
nppes,1467640029,DOORSTEP DENTAL SERVICES,,5861 CEDAR LAKE RD S,ST LOUIS PARK,MN,55416,763-541-6000,Dentist,2008-06-16,44.965381834207,-93.356178198476
nppes,1033307046,DOORSTEP HEALTHCARE SERVICES,,5861 CEDAR LAKE RD S,ST LOUIS PARK,MN,55416,763-541-6000,Dentist,2008-06-16,44.965381834207,-93.356178198476
nppes,1538830005,DOWNTOWN DENTAL PROFESSIONALS LLC,,121 S 8TH ST STE 199,MINNEAPOLIS,MN,55402,612-339-5808,Dentist,2021-09-24,44.975126928322,-93.271425667948
nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",MINNEAPOLIS,MN,55402,612-339-5593,"Dentist, General Practice",2022-05-10,44.975586734473,-93.273227034334
nppes,1194997783,DR ALAN RUSSELL PLC,,2010 27TH AVE S,MINNEAPOLIS,MN,55406,612-336-8478,Dentist,2008-06-11,44.962343289973,-93.233085984893
nppes,1730346636,DR JOHN W CRETZMEYER JR DDS PA,DENTISTRY FOR THE ENTIRE FAMILY,1099 EAST MOORE LAKE DRIVE,FRIDLEY,MN,55432,763-586-9988,Dentist,2008-05-19,45.081606741724,-93.240007804918
nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",BLOOMINGTON,MN,55431,952-888-1311,Dentist,2008-06-17,44.842011463058,-93.308932468547
nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,EDINA,MN,55424,952-926-0284,"Dentist, General Practice",2021-11-10,44.912472299611,-93.329411694274
nppes,1477690279,DR. BRUCE E. BRANDSNESS P.A.,,2267 LOUISIANA AVE S,ST LOUIS PARK,MN,55426,952-546-2564,Dentist,2020-08-22,44.960521476452,-93.370921443495
nppes,1619118775,"DR. DAVID MCKAY, DDS LLC",,4800 NICOLLET AVE. S.,MINNEAPOLIS,MN,55419,612-822-2176,Dentist,2009-03-18,44.915966101132,-93.278066428076
nppes,1306563895,DR. DEBRA L. AMUNDSON DDS. P.A,,2775 WINNETKA AVE NORTH,NEW HOPE,MN,55427,763-545-3010,"Dentist, General Practice",2022-10-25,45.00869872004,-93.380376071463
nppes,1508564030,DR. LUKE W BOGDANOWICZ DDS AND ASSOCIATES LTD,,8525 EDINBROOK XING STE 402,BROOKLYN PARK,MN,55443,763-425-5277,"Dentist, General Practice",2024-05-08,45.109535696351,-93.328670562415
nppes,1083791362,DRS ERICKSON & LANDE PA,,"825 SO 8TH ST, SUITE 1216",MINNEAPOLIS,MN,55404,612-332-0559,Dentist,2020-08-22,44.971127685727,-93.261801981927
nppes,1649597204,DRS WILLIAMS & WIMMER DDS PA,,"6550 YORK AVE S, SUITE 315",EDINA,MN,55435,952-929-3368,"Dentist, General Practice",2010-04-22,44.886019729385,-93.320747939396
nppes,1740343953,DRS WILLIAMS & WIMMER DDS PA,,9800 ROCKFORD RD,PLYMOUTH,MN,55442,763-559-4778,"Dentist, General Practice",2008-07-10,,
nppes,1154568293,DULAC DENTAL LTD,,6550 YORK AVE S STE 202,EDINA,MN,55435,952-925-2176,"Dentist, General Practice",2009-01-12,44.886019729385,-93.320747939396
nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,EDINA,MN,55435,952-922-6949,"Dentist, Periodontics",2008-10-21,44.884796694699,-93.328756101197
nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",EDINA,MN,55424,952-922-8111,Dentist,2008-07-08,44.912587343507,-93.329708945145
nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",EDINA,MN,55424,952-653-4500,"Dentist, Endodontics",2022-10-06,44.91247256373,-93.329585293396
nppes,1033279393,"EDINA FAMILY DENTAL ASSOC., P.A.",,4954 LINCOLN DR,EDINA,MN,55436,952-935-3532,"Dentist, General Practice",2020-08-22,44.914884969982,-93.39904031587
nppes,1790678365,"EDINA MODERN DENTISTRY, PC",,7433 FRANCE AVE S,EDINA,MN,55435,612-299-1150,"Dentist, General Practice",2025-06-02,44.867782875661,-93.32871857615
nppes,1558349035,EDWARD R BICK DDS PA,,5806A W 36TH ST,ST LOUIS PARK,MN,55416,952-988-5890,Dentist,2008-11-20,44.937845665597,-93.353239060249
nppes,1457421786,EHLERS AND KELLER DDS PA,,1537 E 66TH ST,RICHFIELD,MN,55423,612-861-7188,"Dentist, General Practice",2020-08-22,44.883437690062,-93.252856148865
nppes,1417581240,ELEGANT DENTISTRY PPLC,,6545 FRANCE AVE S STE 681,EDINA,MN,55435,612-800-8008,"Dentist, General Practice",2020-03-02,44.884796694699,-93.328756101197
nppes,1528117488,ENDODONTIC ASSOCIATES LIMITED,,277 COON RAPIDS BLVD #404,COON RAPIDS,MN,55433,763-767-6108,"Dentist, Endodontics",2020-06-08,45.139478340613,-93.274834083519
nppes,1538577341,ENDODONTIC PROFESSIONALS PA - ST ANTHONY ENDODONTICS,,3905 SILVER LAKE RD NE,MINNEAPOLIS,MN,55421,763-559-0859,"Dentist, Endodontics",2014-07-24,45.03954072912,-93.218199357541
nppes,1093908360,ENDODONTIC PROFESSIONALS PA PLYMOUTH ENDODONTICS,,3401 HWY 169 N,PLYMOUTH,MN,55441,763-559-0859,"Dentist, Endodontics",2007-08-21,45.017105876168,-93.400993629378
nppes,1710080809,ENDODONTIC SPECIALISTS PA,,"6545 FRANCE AVE S, SUITE #665",EDINA,MN,55435,952-927-8694,"Dentist, Endodontics",2020-08-22,44.884796694699,-93.328756101197
nppes,1780855171,"ESTHESIA ORAL SURGERY CARE, PA",,"3400 W 66TH ST, SUITE 270",EDINA,MN,55435,952-920-3844,"Dentist, Oral and Maxillofacial Pathology",2008-03-13,44.883734707281,-93.323377728646
nppes,1073789913,EXCEL DENTISTRY,,"8001 HIGHWAY 7, SUITE 100",ST LOUIS PARK,MN,55426,952-746-3233,"Dentist, General Practice",2009-08-12,44.936173623244,-93.380904680205
nppes,1982886859,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,97 85TH AVE NW,COON RAPIDS,MN,55433,952-224-9771,"Dentist, General Practice",2008-06-20,45.124622031963,-93.269652626682
nppes,1275715732,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,5001 WINNETKA AVE N,NEW HOPE,MN,55428,763-533-0055,"Dentist, General Practice",2008-06-20,45.045994020831,-93.38046050723
nppes,1477112456,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD","""GENTLE DENTISTRY""",2147 NORTHDALE BLVD NW,COON RAPIDS,MN,55433,651-209-3139,"Dentist, General Practice",2019-06-12,45.18299233593,-93.322311334843
nppes,1750563227,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,13550 26TH AVE N STE 200,PLYMOUTH,MN,55441,763-557-0287,"Dentist, General Practice",2008-06-20,45.007561859735,-93.451992224067
nppes,1295917755,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,5401 CHICAGO AVE,MINNEAPOLIS,MN,55417,612-827-2801,"Dentist, General Practice",2008-06-20,44.905184698904,-93.262539584163
nppes,1952399685,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD.",,5100 EDEN AVE STE 209,EDINA,MN,55436,952-929-0641,"Dentist, General Practice",2009-10-28,44.909779349507,-93.351984786476
nppes,1760837041,FAMILY AND COSMETIC GENTLE DENTISTRY,FAMILY AND COSMETIC GENTLE DENTISTRY,5107 GUS YOUNG LN,EDINA,MN,55436,952-929-0641,"Dentist, General Practice",2022-07-21,44.911737179087,-93.352523918875
nppes,1831261510,FAMILY DENTAL CARE OF S MPLS PA,,3152 MINNEHAHA AVE,MINNEAPOLIS,MN,55406,612-728-8888,"Dentist, General Practice",2020-08-22,44.945518543588,-93.232289813755
nppes,1861546111,"FAMILY DENTAL CLINIC, P.A.",,4454 CHICAGO AVE,MINNEAPOLIS,MN,55407,612-823-6262,"Dentist, General Practice",2020-08-22,44.922345369598,-93.262636747613
nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,RICHFIELD,MN,55423,612-638-1206,"Dentist, General Practice",2022-08-10,44.883315059624,-93.286475253869
nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,RICHFIELD,MN,55423,612-866-1234,"Dentist, Endodontics",2022-03-11,44.883315059624,-93.286475253869
nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,RICHFIELD,MN,55423,612-861-9123,"Dentist, Oral and Maxillofacial Pathology",2022-08-10,44.883315059624,-93.286475253869
nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,RICHFIELD,MN,55423,612-869-8834,"Dentist, Orthodontics and Dentofacial Orthopedics",2022-05-05,44.883324946003,-93.286643004433
nppes,1104569839,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS ST LOUIS PARK,4959 EXCELSIOR BLVD STE 200,ST LOUIS PARK,MN,55416,952-920-8774,"Dentist, Orthodontics and Dentofacial Orthopedics",2022-04-20,44.931533563516,-93.345406446402
nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,RICHFIELD,MN,55423,612-861-9123,"Dentist, Orthodontics and Dentofacial Orthopedics",2022-05-31,44.883315059624,-93.286475253869
nppes,1801991146,FAMILY ORTHODONTICS PA,,5804 EXCELSIOR BLVD,ST LOUIS PARK,MN,55416,952-922-7117,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,44.929356966149,-93.353281015316
nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,RICHFIELD,MN,55423,612-861-9123,"Dentist, Periodontics",2022-08-10,44.883315059624,-93.286475253869
nppes,1821493396,"FIANT DENTAL, PLLC",,2937 LYNDALE AVE S,MINNEAPOLIS,MN,55408,612-827-7400,"Dentist, General Practice",2014-10-27,44.949408853641,-93.288007945732
nppes,1891402517,"FORBES DENTAL CARE, P.A.",,"4001 STINSON BLVD N.E, FORBES DENTAL CARE, P.A., SUITE #426",MINNEAPOLIS,MN,55421,612-788-0751,Dentist,2022-11-02,45.039336991174,-93.226877580069
nppes,1598129942,"FRANK RUSSOMANNO, JR, DDS, P.A.",AMBER LEAF FAMILY DENTAL,8910 PENN AVE S,BLOOMINGTON,MN,55431,952-881-0504,Dentist,2016-04-12,44.841891884528,-93.308933374672
nppes,1083331771,GEETA SUKHANI PLLC,,7300 FRANCE AVE S STE 110,EDINA,MN,55435,952-831-0414,"Dentist, General Practice",2022-10-24,44.871048701313,-93.329103280804
nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",EDINA,MN,55424,952-926-2335,"Dentist, Orthodontics and Dentofacial Orthopedics",2012-07-26,44.91247256373,-93.329585293396
nppes,1619938057,GIEBENHAIN DENTAL ASSOCIATES PA,,"5851 DULUTH STREET, SUITE #103",GOLDEN VALLEY,MN,55422,763-545-0330,Dentist,2008-04-25,44.999318882415,-93.354459835291
nppes,1780198010,GOLDEN VALLEY KIDS PLLC,,7575 GOLDEN VALLEY RD,GOLDEN VALLEY,MN,55427,763-222-1299,"Dentist, Pediatric Dentistry",2017-11-22,44.986178678956,-93.376611301022
nppes,1568591139,"GREGORY D. LISKA DDS AND DARREN E. HOVLAND DDS, LTD",,1025 EVERGREEN LN N,PLYMOUTH,MN,55441,763-546-2209,"Dentist, General Practice",2020-08-22,44.990065699142,-93.426962366325
nppes,1760503478,GROUP HEALTH PLAN INC,HEALTHPARTNERS DENTAL GROUP,8100 34TH AVE S,MINNEAPOLIS,MN,55425,952-883-5151,"Dentist, Oral and Maxillofacial Surgery",2025-09-11,,
nppes,1801173489,"GROUP HEALTH PLAN, INC",,8170 33RD AVE S,BLOOMINGTON,MN,55425,982-883-5151,"Dentist, Orthodontics and Dentofacial Orthopedics",2011-11-09,44.856046101062,-93.225539867665
nppes,1558764597,"GROUP HEALTH, INC.",HEALTHPARTNERS PLYMOUTH DENTAL CLINIC,4155 COUNTY RD 101 N,PLYMOUTH,MN,55446,952-977-3000,"Dentist, General Practice",2026-08-14,45.031032936434,-93.507572456486
nppes,1053466128,"GROUP HEALTH, INC.",HEALTHPARTNERS WEST DENTAL CLINIC,"5100 GAMBLE DR, STE 100",ST LOUIS PARK,MN,55416,952-593-0779,"Dentist, General Practice",2026-08-14,44.965516707831,-93.345383445158
nppes,1700932449,"GROUP HEALTH, INC.",HEALTHPARTNERS RIVERSIDE DENTAL CLINIC,2220 RIVERSIDE AVE,MINNEAPOLIS,MN,55454,612-371-1605,"Dentist, Pediatric Dentistry",2026-08-19,44.967491680999,-93.240650696426
nppes,1699829697,"GROUP HEALTH, INC.",HEALTHPARTNERS BLAINE DENTAL CLINIC,10961 CLUB WEST PKWY,BLAINE,MN,55449,763-780-1292,"Dentist, General Practice",2026-08-14,45.1692195305,-93.229906280242
nppes,1184779811,"GROUP HEALTH, INC.",HEALTHPARTNERS COON RAPIDS DENTAL CLINIC,11475 ROBINSON DR NW,COON RAPIDS,MN,55433,763-754-0041,"Dentist, General Practice",2026-08-14,45.179227047036,-93.312223636007
nppes,1699272427,"GROUP HEALTH, INC.",HEALTHPARTNERS,5500 EXCELSIOR BLVD,ST LOUIS PARK,MN,55416,952-853-9120,"Dentist, General Practice",2026-08-14,44.931132918077,-93.347748747427
nppes,1922153881,"GROUP HEALTH, INC.",HEALTHPARTNERS BLOOMINGTON DENTAL CLIIC,8600 NICOLLET AVE S,BLOOMINGTON,MN,55420,952-884-1148,"Dentist, General Practice",2026-08-14,44.847881872495,-93.278493009994
nppes,1073667051,"GROUP HEALTH, INC.",HEALTHPARTNERS BROOKLYN CENTER DENTAL CLINIC,5901 JOHN MARTIN DR,BROOKLYN CENTER,MN,55430,763-566-3770,"Dentist, Pediatric Dentistry",2026-08-14,45.063737237841,-93.308781321977
nppes,1346327871,HANNON & SANDLER P.A.,,10700 OLD COUNTY ROAD 15 STE 180,PLYMOUTH,MN,55441,763-541-1135,"Dentist, General Practice",2015-11-23,44.9851992535,-93.415229097338
nppes,1265595276,HARBOR DENTAL PA,KATHLEEN G SWANSON DDS PA,"3001 HARBOR LANE, SUITE 100",PLYMOUTH,MN,55447,763-553-0451,Dentist,2020-08-22,45.014080476642,-93.461538097074
nppes,1699816132,HARRINGTON ORTHODONTICS LTD,,"15600 36TH AVE N, SUITE 170",PLYMOUTH,MN,55446,763-473-7656,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,45.022217491321,-93.477489759207
nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",EDINA,MN,55424,952-722-8787,Dentist,2010-03-22,44.912587343507,-93.329708945145
nppes,1255098323,HONEYCOMB DENTISTRY,,4201 MINNEHAHA AVE,MINNEAPOLIS,MN,55406,612-721-2833,"Dentist, General Practice",2021-11-23,44.926922829928,-93.218597544127
nppes,1194544189,"IMPACT ORTHODONTICS, PLLC",,4256 NICOLLET AVE,MINNEAPOLIS,MN,55409,507-272-9665,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-10-07,44.925853312953,-93.278011922189
nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",EDINA,MN,55436,952-920-9579,"Dentist, General Practice",2012-01-12,44.910740908449,-93.355437309761
nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",EDINA,MN,55436,952-920-9579,"Dentist, General Practice",2023-04-26,44.910740908449,-93.355437309761
nppes,1447416607,ISLES DENTAL ASSOCIATES P.A,,2534 HENNEPIN AVE,MINNEAPOLIS,MN,55405,612-374-4321,"Dentist, General Practice",2008-08-06,44.956205763153,-93.296378243997
nppes,1942018825,ISLES DENTAL PLLC,,2534 HENNEPIN AVE,MINNEAPOLIS,MN,55405,612-374-4321,"Dentist, General Practice",2024-12-23,44.956205763153,-93.296378243997
nppes,1346649712,IVORY DENTAL,,825 NICOLLET MALL STE 505,MINNEAPOLIS,MN,55402,612-338-8636,Dentist,2014-08-21,44.975586734473,-93.273227034334
nppes,1902978893,J&D DENTAL DDS PA,,"109 S 7TH ST, SUITE 133",MINNEAPOLIS,MN,55402,612-332-0592,"Dentist, General Practice",2020-08-22,44.976170871453,-93.270738690904
nppes,1396121034,JAIN DENTAL PLYMOUTH PLLC,,2050 MERRIMAC LN N STE 201,PLYMOUTH,MN,55447,763-746-4444,Dentist,2015-08-05,45.00137115799,-93.504601649721
nppes,1992134324,JAMES C.LOOTS JR. DDS PA,,535 40TH AVE NE,COLUMBIA HTS,MN,55421,763-781-3321,Dentist,2013-11-06,45.041031023107,-93.258365432986
nppes,1891033320,JAMES R. MILLER DDS MS PA,"ADVANCES IN ORTHODONTICS, PA","7575 GOLDEN VALLEY RD, SUITE 220",GOLDEN VALLEY,MN,55427,763-544-2211,"Dentist, Orthodontics and Dentofacial Orthopedics",2013-01-17,44.986178678956,-93.376611301022
nppes,1104978279,"JANICE O. FREDERICK, D.D.S.,P.A.",,6410 NICOLLET AVE,RICHFIELD,MN,55423,612-866-7300,"Dentist, General Practice",2020-08-22,44.886865208429,-93.278203573215
nppes,1982767125,JEANNE L BARSS DDS MS PA,JEANNE L BARSS DDS MS,"3475 PLYMOUTH BLVD, ST 200",PLYMOUTH,MN,55447,763-694-6158,"Dentist, Periodontics",2020-08-22,45.019898534542,-93.476832935989
nppes,1285786319,JEFFREY E ONEIL DDS PA,ONEIL DENTAL CENTER,6945 PENN AVENUE SOUTH SUITE 101,RICHFIELD,MN,55423,612-866-2233,Dentist,2008-07-02,44.877310315283,-93.308513325276
nppes,1174797476,"JEFFREY H. MILLER, DDS.",,3345 DAKOTA AVE S,ST LOUIS PARK,MN,55416,952-929-9450,"Dentist, General Practice",2008-04-17,44.943428513567,-93.360274911879
nppes,1811058746,JEROME DULAC DDS,,"6550 YORK AVE S, #202",EDINA,MN,55435,952-925-2176,"Dentist, General Practice",2020-08-22,44.886019729385,-93.320747939396
nppes,1457411753,JEROME E. EUTENEUER DDS PA,,"6545 FRANCE AVE S, SUITE 270",EDINA,MN,55435,952-927-7744,"Dentist, General Practice",2008-05-20,44.884796694699,-93.328756101197
nppes,1063386928,JET DENTAL OF MINNESOTA PLLC,,6160 SUMMIT DR N STE 205,BROOKLYN CENTER,MN,55430,801-430-9262,"Dentist, General Practice",2025-10-02,45.066270390264,-93.305556518647
nppes,1124773460,JUSTIN T. OSTREM D.D.S. PA,,9655 SCHMIDT LAKE RD STE 200,PLYMOUTH,MN,55442,763-536-1272,"Dentist, General Practice",2022-02-15,45.043807655592,-93.402446181594
nppes,1184169153,KANJI AND SAVTRI INC,,3803 SILVER LAKE RD NE,MINNEAPOLIS,MN,55421,612-782-7000,"Dentist, General Practice",2016-12-30,45.03695839294,-93.218212284557
nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,BLOOMINGTON,MN,55431,952-884-7706,"Dentist, General Practice",2023-08-09,44.842011463058,-93.308932468547
nppes,1437267598,KIM F LARSON,LARSON DENTAL,1632 WASHINGTON ST NE,MINNEAPOLIS,MN,55413,612-789-2853,"Dentist, General Practice",2020-08-22,45.004498551629,-93.25763402553
nppes,1073862637,KINGFIELD FAMILY DENTAL & ASSOCIATES PLLC,,17 E 38TH ST,MINNEAPOLIS,MN,55409,612-353-5443,"Dentist, General Practice",2012-08-29,44.934041964624,-93.277642090986
nppes,1497149496,"KNOLLWOOD DENTISTRY, PC",KNOLLWOOD DENTISTRY,8454 HIGHWAY 7,ST. LOUIS PARK,MN,55426,952-933-3667,"Dentist, General Practice",2015-03-27,44.935920943207,-93.384557900002
nppes,1265589642,KUIPERS ORTHODONTICS,,"8900 PENN AVE S, SUITE 216",BLOOMINGTON,MN,55431,952-884-9161,"Dentist, Orthodontics and Dentofacial Orthopedics",2009-11-09,44.842011463058,-93.308932468547
nppes,1255044723,KYLE NOVOTNY DDS PLLC,LEGACY DENTAL CARE,12265 CENTRAL AVE NE,BLAINE,MN,55434,763-757-1323,"Dentist, General Practice",2022-12-29,45.191868509433,-93.234391208652
nppes,1881754950,LA BELLE PERIODONTICS INC,,"5901 BROOKLYN BLVD, #206",BROOKLYN CNTR,MN,55429,763-535-1616,Dentist,2020-08-22,45.062085437004,-93.325455443003
nppes,1184829509,LAKE STREET DENTAL,,1508 E LAKE ST,MINNEAPOLIS,MN,55407,612-724-1717,"Dentist, Prosthodontics",2025-09-11,44.948421287512,-93.253329672702
nppes,1356801799,LAKESHORE DENTAL,,4700 CEDAR AVE S,MINNEAPOLIS,MN,55407,240-765-4938,"Dentist, General Practice",2019-03-21,44.917850719697,-93.247349911766
nppes,1063856359,LAM FAMILY DENTISTRY,,28 NATHAN LN N,PLYMOUTH,MN,55441,763-544-0270,"Dentist, General Practice",2013-04-17,44.978900501823,-93.408326091549
nppes,1336216746,LAPINSKI FAMILY DENTISTRY PA,J M LAPINSKI DDS PA,201 MISSISSIPPI ST NE,FRIDLEY,MN,55432,763-574-7505,"Dentist, General Practice",2020-08-22,45.086245616949,-93.267085820562
nppes,1922726280,LARSON DENTAL LLC,,1632 WASHINGTON ST NE,MINNEAPOLIS,MN,55413,612-789-2853,Dentist,2022-08-22,45.004498551629,-93.25763402553
nppes,1336683036,LEGACY DENTAL CARE LLC,,12265 CENTRAL AVE NE,BLAINE,MN,55434,763-757-1323,"Dentist, General Practice",2016-12-14,45.191868509433,-93.234391208652
nppes,1730271081,"LHD, PLLC",LINDEN HILLS DENTISTRY,4289 SHERIDAN AVE S,MINNEAPOLIS,MN,55410,612-922-6164,"Dentist, General Practice",2023-11-09,44.924929801887,-93.314418360259
nppes,1912303777,LICENSED DENTAL HYGIENE CARE,SENIOR MOBILE DENTAL MINNESOTA LTD,"5201 EDEN AVE, SUITE 50",EDINA,MN,55436,763-545-7545,"Dentist, General Practice",2014-11-07,44.909066986878,-93.353871209505
nppes,1053791319,LING FAMILY DENTISTRY,,10945 ULYSSES ST NE,BLAINE,MN,55434,763-784-1993,"Dentist, General Practice",2015-09-11,45.169045199028,-93.237188037898
nppes,1184701898,"LING FAMILY DENTISTRY, P.A.",,7766 HIGHWAY 65 NE,SPRING LAKE PARK,MN,55432,763-784-1993,"Dentist, General Practice",2020-08-22,45.109065585035,-93.243935664711
nppes,1093828261,LOWRY HILL DENTAL CLINIC PATRICK J PROCHASKA DDS ET.AL PARTNERS,LOWRY HILL DENTAL CLINIC,"1516 W LAKE ST, SUITE 302",MINNEAPOLIS,MN,55408,612-822-1484,"Dentist, General Practice",2020-08-22,44.948427904663,-93.301098422134
nppes,1194328914,"MAGNOLIA DENTAL CARE, PLLC",,6545 FRANCE AVE S STE 270,EDINA,MN,55435,952-927-7744,"Dentist, General Practice",2020-11-17,44.884796694699,-93.328756101197
nppes,1528150877,MALLINGER DENTAL PLLC,,"8900 PENN AVE SO, SUITE 100",BLOOMINGTON,MN,55431,952-881-1154,Dentist,2020-08-22,44.842011463058,-93.308932468547
nppes,1881312676,"MARIE JOYCELYN LUA, DMD, MS, PA",,6545 FRANCE AVE S STE 680,EDINA,MN,55435,952-920-7482,"Dentist, Prosthodontics",2022-08-17,44.884796694699,-93.328756101197
nppes,1184046385,"MARK CHARLES WALLACE, DDS, PC",ADVANCED DENTAL GROUP,3909 SILVER LAKE RD NE,MINNEAPOLIS,MN,55421,612-789-3573,"Dentist, General Practice",2014-01-08,45.039734914123,-93.218200466106
nppes,1538140934,MARK J MODJEAN DDS PA,,7001 NICOLLET AVE S,RICHFIELD,MN,55423,612-866-3322,Dentist,2020-08-22,,
nppes,1063725109,MELSTROM DENTAL PLLC,TWIN OAKS DENTAL,11949 CENTRAL AVE NE,BLAINE,MN,55434,763-757-8253,"Dentist, General Practice",2010-07-19,45.186396349553,-93.23443782633
nppes,1720188998,"METRO DENTALCARE, PLC",,"6601 LYNDALE AVE S, SUITE 220",RICHFIELD,MN,55423,612-861-9123,Dentist,2020-08-22,44.883315059624,-93.286475253869
nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",MINNEAPOLIS,MN,55402,612-332-0869,"Dentist, Periodontics",2022-10-20,44.975586734473,-93.273227034334
nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",MINNEAPOLIS,MN,55402,612-332-0869,"Dentist, Periodontics",2020-08-22,44.975586734473,-93.273227034334
nppes,1427151968,MICHAEL J KING DDS PA,,2738 WINNETKA AVE NO,MINNEAPOLIS,MN,55427,763-544-5919,"Dentist, General Practice",2008-07-14,45.008059756207,-93.380213994137
nppes,1396914685,"MICHAEL J NELSON D.D.S., PA",,"8001 HIGHWAY 7, #300",ST LOUIS PARK,MN,55426,952-920-4060,Dentist,2008-02-21,44.936173623244,-93.380904680205
nppes,1871242917,MICHAEL JAMES KRUMHOLZ,,2267 LOUISIANA AVE S,ST LOUIS PARK,MN,55426,952-999-4999,"Dentist, General Practice",2023-04-12,44.960521476452,-93.370921443495
nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",EDINA,MN,55424,952-922-2214,"Dentist, Prosthodontics",2025-09-11,44.91247256373,-93.329585293396
nppes,1760509954,MICHAEL WOLF DDS P.A.,,"999 50TH AVE NE, SUITE 200",COLUMBIA HEIGHTS,MN,55421,763-571-4837,"Dentist, General Practice",2020-08-22,45.059015485153,-93.246018250728
nppes,1982311916,MILL CITY DENTAL PA,,2218 LAUREL AVE,MINNEAPOLIS,MN,55405,612-377-3740,Dentist,2022-10-31,44.973617288663,-93.309064589433
nppes,1033351457,MINNEAPOLIS DENTAL,,150 S 5TH ST STE 1475,MINNEAPOLIS,MN,55402,612-332-1255,Dentist,2009-03-31,44.977983151627,-93.268515520171
nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,MINNEAPOLIS,MN,55402,612-338-1255,Dentist,2021-11-30,44.975586734473,-93.273227034334
nppes,1013216811,MINNEAPOLIS-ST. PAUL PERIODONTICS,,1109 EAST MOORE LAKE DRIVE,FRIDLEY,MN,55432,651-439-2600,"Dentist, Periodontics",2011-03-18,45.081635236939,-93.23998489905
nppes,1104977222,MINNEHAHA FALL FAMILY DENTAL,JAKUBAS DENTAL,4554 MINNEHAHA AVE,MINNEAPOLIS,MN,55406,612-721-3012,Dentist,2020-12-31,44.920508363141,-93.215361317955
nppes,1316210347,MINNESOTA DENTAL IMPLANT CENTER,THE DENTAL IMPLANT CENTER,8325 WAYZATA BLVD STE 150,GOLDEN VALLEY,MN,55426,763-417-9975,Dentist,2012-02-22,44.971075239729,-93.380594157033
nppes,1679272488,"MINNESOTA DENTAL PROFESSIONALS, P.C.",TWIN LAKE DENTISTRY,3220 COUNTY ROAD 10 STE A,BROOKLYN CENTER,MN,55429,763-561-6320,"Dentist, General Practice",2023-05-08,45.060219859647,-93.322539512274
