pair_key,verdict,routed_by,score,block,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1578505152-pl6|osm:node/10681831525,review,same place,0.500,nearby,nppes,1578505152-pl6,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,16106 PILOT KNOB RD STE 120,55044,651-450-7273,osm,node/10681831525,Minnesota Orthodontics,,,,,65
nppes:1578505152-pl7|nppes:1619496700,distinct,,0.345,phone,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,nppes,1619496700,ROGERS MINNESOTA ORTHODONTICS PLLC,ROGERS MINNESOTA ORTHODONTICS,13690 ROGERS DR STE 100,55374,651-450-7273,37927
nppes:1578505152-pl7|nppes:1649424904,distinct,,0.220,phone,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,nppes,1649424904,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7149 FRANCE AVE S,55435,651-450-7273,20699
nppes:1578505152-pl7|nppes:1699918789,distinct,,0.220,phone,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,nppes,1699918789,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7810 CAHILL AVE,55076,651-450-7273,43347
nppes:1578505152-pl7|nppes:1962645051,distinct,,0.220,phone,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,nppes,1962645051,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,1745 N FRONTAGE RD,55033,651-450-7273,56907
nppes:1578606778|nppes:1710001284,distinct,,0.385,address+nearby,nppes,1578606778,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,6437 BROOKLYN BLVD,55429,952-926-3128,nppes,1710001284,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,6437 BROOKLYN BLVD,55429,763-535-6010,0
nppes:1578858643|osm:node/12139116040,review,score,0.650,address+nearby,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,81
nppes:1588005169|osm:node/7170036800,distinct,,0.282,address,nppes,1588005169,COMMUNITY DENTAL CARE INC,,5700 BOTTINEAU BLVD STE 250,55429,763-270-5776,osm,node/7170036800,Comfortable Dental,,"5700 Bottineau Boulevard, Suite 270",55429,,
nppes:1588094171|nppes:1891442174-pl1,review,score,0.668,address+phone,nppes,1588094171,ROSSODONTICS DENTAL SLEEP MEDICINE,,368 LAKE ST S STE 101,55025,651-464-6988,nppes,1891442174-pl1,"GREAT RIVER ORTHODONTIC SPECIALISTS, SC",ROSS ORTHODONTICS,368 LAKE ST S STE 101,55025,651-464-6988,0
nppes:1588156525|nppes:1588730527,distinct,,0.327,address,nppes,1588156525,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,18315 CASCADE DR STE 110,55347,952-653-0475,nppes,1588730527,"PDG, P.A.",PARK DENTAL,"18315 CASCADE DR, SUITE 120",55347,952-949-2536,0
nppes:1588774152|osm:way/527997535,distinct,,0.598,address,nppes,1588774152,DENNIS C SIMMONS DDS PA,BRITE SMILES DENTAL CARE,8977 HUNTERS WAY,55124,952-891-8484,osm,way/527997535,Brite Smile Dental Care,,8977 Hunters Way,55124,,319
nppes:1588788053|nppes:1780739417,distinct,,0.229,address,nppes,1588788053,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,2500 COMO AVE,55108,651-917-0790,nppes,1780739417,"GROUP HEALTH, INC.",HEALTHPARTNERS COMO DENTAL CLINIC,2500 COMO AVE,55108,651-641-0020,
nppes:1588899199|osm:node/11104668359,review,same place,0.490,nearby,nppes,1588899199,COSMOPOLITAN ORTHODONTICS LLC,,17757 JUNIPER PATH,55044,951-469-3333,osm,node/11104668359,Cosmopolitan Orthodontics,,,,,33
nppes:1598413916|nppes:1710344494,distinct,,0.210,nearby,nppes,1598413916,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BLOOMINGTON,10611 FRANCE AVE S STE 200,55431,952-888-4125,nppes,1710344494,"BLOOMINGTON SMILES DENTISTRY, PC",BLOOMINGTON SMILES DENITSTRY,"10700 FRANCE AVENUE, SUITE 102",55437,952-679-3531,134
nppes:1598413916|nppes:1821145723,distinct,,0.313,address,nppes,1598413916,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BLOOMINGTON,10611 FRANCE AVE S STE 200,55431,952-888-4125,nppes,1821145723,"POINT FAMILY DENTISTRY, LLC",,"10611 FRANCE AVE S, SUITE 201",55431,952-881-8404,0
nppes:1598413916|nppes:1942668702,distinct,,0.297,address,nppes,1598413916,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BLOOMINGTON,10611 FRANCE AVE S STE 200,55431,952-888-4125,nppes,1942668702,POINT FAMILY DENTISTRY,,10611 FRANCE AVE S STE 201,55431,952-881-8404,0
nppes:1598413957|osm:node/5287811004,distinct,,0.586,address+phone,nppes,1598413957,"NORTHLAND DENTAL PARTNERS, PLLC",DENTAL CARE ON BRYANT,4552 BRYANT AVE S,55419,612-825-1697,osm,node/5287811004,Metro Dentalcare South Minneapolis,,4552 Bryant Avenue South,55419,+1-612-825-1697,80
nppes:1598865651|nppes:1639815434,review,same place,0.350,nearby,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,13
nppes:1598865651|nppes:1679673867,review,same place,0.475,address+nearby,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,0
nppes:1598865651|nppes:1720188998,review,score,0.680,address+phone,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,nppes,1720188998,"METRO DENTALCARE, PLC",,"6601 LYNDALE AVE S, SUITE 220",55423,612-861-9123,0
nppes:1598865651|nppes:1861140501,review,same place,0.539,address+nearby,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,55423,612-638-1206,0
nppes:1609095140|nppes:1679765929,review,score,0.655,address+phone,nppes,1609095140,PLYMOUTH PLAZA DENTAL,,"1495 COUNTY ROAD 101 N, SUITE2",55447,763-476-6774,nppes,1679765929,PAUL BOETTNER D.D.S. PLLC,BAY CREEK DENTAL,"1495 COUNTY ROAD 101 N, SUITE 2",55447,763-476-6774,0
nppes:1609098458|osm:way/362842348,review,score,0.800,address+nearby+phone,nppes,1609098458,"RIVER BLUFF DENTAL, P.A.",,10851 RHODE ISLAND AVE S,55438,952-884-5361,osm,way/362842348,River Bluff Dental - Dr. Walter Palmer,,10851 Rhodde Island Avenue South,55438,+1 952 884 5361,32
nppes:1609718311|osm:node/10245351037,distinct,,0.360,phone,nppes,1609718311,"PA K. YANG, DDS PPLC",,2936 ALDRICH AVE S,55408,612-256-4333,osm,node/10245351037,Minneapolis Dentistry Company,,,,+1 612-256-4333,74
nppes:1609990175|nppes:1922153881,distinct,,0.263,address,nppes,1609990175,OCG LTD,ORTHODONTIC CARE SPECIALISTS,8600 NICOLLET AVE S,55420,952-888-8640,nppes,1922153881,"GROUP HEALTH, INC.",HEALTHPARTNERS BLOOMINGTON DENTAL CLIIC,8600 NICOLLET AVE S,55420,952-884-1148,0
nppes:1609990449|osm:way/505626264,distinct,,0.200,address,nppes,1609990449,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,310 DIVISION ST,55024,651-463-2800,osm,way/505626264,Dexterity Dental,,310 Division Street,55024,+1-651-463-4444,65
nppes:1619041969|nppes:1942474457,distinct,,0.345,address,nppes,1619041969,"DOUGLAS M BAUER DDS,PA",OAK CLIFF DENTAL CARE,"4640 NICOLS RD, SUITE 100",55122,651-454-1414,nppes,1942474457,"TOH-ENG LIM, DDS",EAGAN DENTAL CLINIC,4640 SLATER RD STE 150,55122,651-808-5252,432
nppes:1619064243|nppes:1821451774,review,keys agree,0.574,address+phone,nppes,1619064243,CHARLES E KATH DDS PA,,"1021 BANDANA BLVD E, SUITE 100",55108,651-645-0449,nppes,1821451774,"EDLUND DENTAL, LLC",,"1021 BANDANA BLVD E, SUITE #105",55108,651-645-0449,0
nppes:1619141942|osm:way/1236974632,review,score,0.786,address+nearby+phone,nppes,1619141942,"CRYSTAL LAKE DENTAL CARE OF ROBBINSDALE, PLLC",,3925 37TH AVE N,55422,763-588-8426,osm,way/1236974632,Crystal Lake Dental Care,,3925 37th Avenue North,55422,+1-763-588-8426,12
nppes:1619259181|nppes:1851459887,auto_merge,score,1.000,address+nearby+phone,nppes,1619259181,CEDAR ISLAND DENTAL,,7378 KIRKWOOD CT N,55369,763-391-7600,nppes,1851459887,"WILLIAM J. DUNLAP, D.D.S., P.A.",CEDAR ISLAND DENTAL,7378 KIRKWOOD CT,55369,763-391-7600,0
nppes:1619277043|nppes:1689847519,auto_merge,score,0.928,address+nearby+phone,nppes,1619277043,"REKA KOERNER D.D.S.,P.A.",901 FAMILY DENTISTRY,901 23RD AVE NE,55418,612-789-9444,nppes,1689847519,901 FAMILY DENTISTRY P.A.,901 FAMILY DENTISTRY INC.,901 23RD AVE NE,55418,612-789-9444,0
nppes:1619496700|nppes:1649424904,distinct,,0.192,phone,nppes,1619496700,ROGERS MINNESOTA ORTHODONTICS PLLC,ROGERS MINNESOTA ORTHODONTICS,13690 ROGERS DR STE 100,55374,651-450-7273,nppes,1649424904,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7149 FRANCE AVE S,55435,651-450-7273,40433
nppes:1619496700|nppes:1699918789,distinct,,0.192,phone,nppes,1619496700,ROGERS MINNESOTA ORTHODONTICS PLLC,ROGERS MINNESOTA ORTHODONTICS,13690 ROGERS DR STE 100,55374,651-450-7273,nppes,1699918789,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7810 CAHILL AVE,55076,651-450-7273,57025
nppes:1619496700|nppes:1962645051,distinct,,0.192,phone,nppes,1619496700,ROGERS MINNESOTA ORTHODONTICS PLLC,ROGERS MINNESOTA ORTHODONTICS,13690 ROGERS DR STE 100,55374,651-450-7273,nppes,1962645051,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,1745 N FRONTAGE RD,55033,651-450-7273,73084
nppes:1619496700|osm:node/7156640350,review,same place,0.445,nearby,nppes,1619496700,ROGERS MINNESOTA ORTHODONTICS PLLC,ROGERS MINNESOTA ORTHODONTICS,13690 ROGERS DR STE 100,55374,651-450-7273,osm,node/7156640350,Minnesota Orthodontics,,,,,45
nppes:1619625043|osm:node/13143516544,review,score,0.683,phone,nppes,1619625043,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE EAGAN,1965 CLIFF LAKE RD STE 102,55122,651-452-4828,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,157
nppes:1619688751|osm:way/1474171336,distinct,,0.572,nearby+phone,nppes,1619688751,DENTAL DELIVERY SYSTEMS OF ST. PAUL LLC,,1790 7TH ST E,55119,651-735-0595,osm,way/1474171336,Dental Associates of St Paul,,1790 7th Street East,55106,+1 651 735 0595,22
nppes:1619781770|osm:node/1696599650,review,score,0.670,nearby+phone,nppes,1619781770,RIVERBEND FAMILY DENTAL,,241 CLEVELAND AVE S STE D1,55105,651-699-3212,osm,node/1696599650,Riverbed Family Dentist,,,,+1 651-699-3212,27
nppes:1619791019|nppes:1972995587,distinct,,0.261,address,nppes,1619791019,"JAMES R JENSEN, DDS",JAMES R JENSEN DDS,300 1ST AVE E,55379,952-426-0367,nppes,1972995587,"ECKART DENTAL CENTER, LLC",,300 1ST AVENUE E,55379,952-445-1352,0
nppes:1619938057|nppes:1659611333,distinct,,0.269,address,nppes,1619938057,GIEBENHAIN DENTAL ASSOCIATES PA,,"5851 DULUTH STREET, SUITE #103",55422,763-545-0330,nppes,1659611333,"DAN B ANG, DDS,LLC",,"5851 DULUTH ST, SUITE 313",55422,763-542-8723,0
nppes:1619938057|nppes:1952028490,distinct,,0.269,address,nppes,1619938057,GIEBENHAIN DENTAL ASSOCIATES PA,,"5851 DULUTH STREET, SUITE #103",55422,763-545-0330,nppes,1952028490,"DAN B. ANG DDS, LLC",,"5851 DULUTH STREET, SUITE 313",55422,763-542-8723,0
nppes:1619938057|nppes:1972748721,distinct,,0.329,address,nppes,1619938057,GIEBENHAIN DENTAL ASSOCIATES PA,,"5851 DULUTH STREET, SUITE #103",55422,763-545-0330,nppes,1972748721,CENTENNIAL LAKES DENTAL GROUP,,5851 DULUTH ST STE 218,55422,763-544-0121,0
nppes:1629166566|nppes:1790433126,distinct,,0.428,phone,nppes,1629166566,"PENTAGON DENTAL GROUP, LTD",,4940 VIKING DR STE 127,55435,952-835-3383,nppes,1790433126,"NORTHLAND DENTAL PARTNERS, PLLC",DENTISTRY ON 77TH,4980 W 77TH ST,55435,952-835-3383,257
nppes:1629199617|nppes:1790389005,review,score,0.728,phone,nppes,1629199617,"ST. CROIX ENDODONTICS, P.A.",,11945 CENTRAL AVE NE,55434,763-767-9119,nppes,1790389005,ST. CROIX ENDODONTICS,ST. CROIX ENDODONTICS,11855 ULYSSES ST NE STE 260,55434,763-767-9119,232
nppes:1629521893|nppes:1710749296,review,score,0.689,address+nearby+phone,nppes,1629521893,RIDGES FAMILY DENTAL PLLC,,50 MCANDREWS RD E,55337,952-892-5050,nppes,1710749296,FAMILY SMILES-BURNSVILLE PLLC,,50 MCANDREWS RD E,55337,952-892-5050,0
nppes:1629521893|osm:way/526980397,review,score,0.632,address+phone,nppes,1629521893,RIDGES FAMILY DENTAL PLLC,,50 MCANDREWS RD E,55337,952-892-5050,osm,way/526980397,Crestridge Dental,,50 McAndrews Road East,55337,+1-952-892-5050,77
nppes:1629538988|nppes:1932361474,distinct,,0.325,address,nppes,1629538988,"MISO DENTISTRY, PC",,6240 QUINWOOD LN N # 100,55369,763-391-6486,nppes,1932361474,"MINNESOTA LEE DENTAL CLINIC, P.C.",,6240 QUINWOOD LN N STE 102,55369,763-391-7522,0
nppes:1629538988|nppes:1962158709,distinct,,0.325,address,nppes,1629538988,"MISO DENTISTRY, PC",,6240 QUINWOOD LN N # 100,55369,763-391-6486,nppes,1962158709,SUNNY DENTAL P.C.,,6240 QUINWOOD LN N STE 200,55369,763-208-3210,0
nppes:1629560677|nppes:1912143843,review,same place,0.538,address+nearby,nppes,1629560677,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,9325 UPLAND LN N STE 330,55369,763-657-2515,nppes,1912143843,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"9325 UPLAND LN N, SUITE 330",55369,763-416-0037,0
nppes:1629774138|osm:node/14112398881,review,same place,0.500,nearby,nppes,1629774138,STILLWATER MODERN DENTISTRY. PC,STILLWATER MODERN DENTISTRY,13331 60TH ST N,55082,651-352-4629,osm,node/14112398881,Stillwater Modern Dentistry,,,,,93
nppes:1639214547|nppes:1679705404,review,keys agree,0.573,address+phone,nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",55431,952-888-1311,nppes,1679705404,ROY KRENGEL DDS PA,,"8900 PENN AVE S, SUITE #112",55431,952-888-1311,0
nppes:1639214547|nppes:1740455773,distinct,,0.269,address,nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",55431,952-888-1311,nppes,1740455773,BISMILLAH DENTAL CARE PLLC,,"8900 PENN AVE S, SUITE 202",55431,952-888-1861,0
nppes:1639214547|osm:node/14143321792,distinct,,0.012,phone,nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",55431,952-888-1311,osm,node/14143321792,Krengel Dental,,,,+19528881311,1744
nppes:1639334428|nppes:1972699908,auto_merge,score,1.000,address+nearby+phone,nppes,1639334428,"BRYAN J. OPHAUG, D.D.S., P.A.",BASS LAKE DENTAL GROUP,7123 BASS LAKE RD,55428,763-533-5359,nppes,1972699908,ROBERT D THOMPSON DDS PA,BASS LAKE DENTAL GROUP,7123 BASS LAKE RD,55428,763-533-5359,0
nppes:1639398886|nppes:1962460881,auto_merge,score,1.000,address+nearby+phone,nppes,1639398886,"TOWN DENTAL, PA",,425 2ND ST,55331,952-474-6133,nppes,1962460881,"TOWN DENTAL, PA",,425 2ND ST,55331,952-474-6133,0
nppes:1639398886|osm:node/11780026077,distinct,,0.466,address+nearby,nppes,1639398886,"TOWN DENTAL, PA",,425 2ND ST,55331,952-474-6133,osm,node/11780026077,Town Dental - Excelsior,,425 2nd Street,55331,+1-952-295-1622,13
nppes:1639815434|nppes:1679673867,review,same place,0.426,nearby,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,13
nppes:1639815434|nppes:1861140501,review,same place,0.426,nearby,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,55423,612-638-1206,13
nppes:1649318619|osm:node/6734428577,distinct,,0.223,address,nppes,1649318619,"RICHARD C AXEL. DDS, PA",,"7935 STONE CREEK DR, #150",55317,952-937-2839,osm,node/6734428577,Stone Creek Dental,,"7935 Stone Creek Drive, 150",55317,,136
nppes:1649332842|osm:node/9604654646,distinct,,0.243,address,nppes,1649332842,POSNICK DENTAL CARE PA,,3400 DAKOTA AVENUE SOUTH,55416,952-929-0459,osm,node/9604654646,Dentistry by Brian Weber,,3400 Dakota Avenue South,55416,,62
nppes:1649424904|nppes:1699918789,distinct,,0.450,phone,nppes,1649424904,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7149 FRANCE AVE S,55435,651-450-7273,nppes,1699918789,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7810 CAHILL AVE,55076,651-450-7273,22971
nppes:1649424904|nppes:1962645051,distinct,,0.450,phone,nppes,1649424904,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7149 FRANCE AVE S,55435,651-450-7273,nppes,1962645051,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,1745 N FRONTAGE RD,55033,651-450-7273,37659
nppes:1649438268|nppes:1730734708,distinct,,0.259,address,nppes,1649438268,ERICKSON/AAMODT ORTHODONTICS PA,,"2130 CLIFF RD, SUITE 220",55122,651-405-1055,nppes,1730734708,IDEAL DENTAL PLLC,,2130 CLIFF RD STE 107,55122,651-452-3112,0
nppes:1649497025|osm:node/13883833775,review,same place,0.400,nearby,nppes,1649497025,YORK DENTAL P.L.L.C.,,3205 W 76TH ST,55435,952-841-0122,osm,node/13883833775,York Dental,,,,,29
nppes:1649597204|nppes:1811058746,distinct,,0.300,address,nppes,1649597204,DRS WILLIAMS & WIMMER DDS PA,,"6550 YORK AVE S, SUITE 315",55435,952-929-3368,nppes,1811058746,JEROME DULAC DDS,,"6550 YORK AVE S, #202",55435,952-925-2176,0
nppes:1649597204|nppes:1831309152,distinct,,0.329,address,nppes,1649597204,DRS WILLIAMS & WIMMER DDS PA,,"6550 YORK AVE S, SUITE 315",55435,952-929-3368,nppes,1831309152,NEIL C BONSTROM DDS PA,,"6550 YORK AVE S, STE 302",55435,952-920-0863,0
nppes:1649782756|osm:node/7205080255,distinct,,0.206,address+phone,nppes,1649782756,FRANCO & ASSOCIATES FAMILY AND COSMETIC DENTISTRY,,120 SNELLING AVE N,55104,651-645-6111,osm,node/7205080255,"Dr Gloria Lopez Franco, DDS",,120 Snelling Avenue,55104,+1-651-645-6111,1205
nppes:1649782756|osm:way/510514973,auto_merge,score,1.000,address+nearby+phone,nppes,1649782756,FRANCO & ASSOCIATES FAMILY AND COSMETIC DENTISTRY,,120 SNELLING AVE N,55104,651-645-6111,osm,way/510514973,Franco & Associates Family and Cosmetic Dentistry,,120 Snelling Avenue,55104,+1-651-645-6111,34
nppes:1649867334|nppes:1659039444,distinct,,0.283,address,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,0
nppes:1649867334|nppes:1669199741,distinct,,0.313,address,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,0
nppes:1649867334|nppes:1821746249,distinct,,0.320,address,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,nppes,1821746249,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE DOWNTOWN MINNEAPOLIS,825 NICOLLET MALL STE 1025,55402,612-333-2879,0
nppes:1649867334|nppes:1841656410,distinct,,0.261,address,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,0
nppes:1649867334|nppes:1861138133,distinct,,0.315,address,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,0
nppes:1649867334|nppes:1982775235,distinct,,0.309,address,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,0
nppes:1659029270|nppes:1700940343,distinct,,0.299,address,nppes,1659029270,"MILLER ENDODONTIC ADVANTAGE, PLLC",,11601 MINNETONKA MILLS RD STE C10,55305,952-938-3033,nppes,1700940343,LAKE MINNETONKA ORTHDONTICS,,11601 MINNETONKA MILLS RD,55305,952-938-1443,0
nppes:1659029270|nppes:1780790881,distinct,,0.265,address,nppes,1659029270,"MILLER ENDODONTIC ADVANTAGE, PLLC",,11601 MINNETONKA MILLS RD STE C10,55305,952-938-3033,nppes,1780790881,TONKA SMILES,AXEL BERGSTEDT AND JOHNSON PA,"11601 MINNETONKA MILLS RD, STE D40",55305,952-938-8533,0
nppes:1659029270|nppes:1841323110,distinct,,0.268,address,nppes,1659029270,"MILLER ENDODONTIC ADVANTAGE, PLLC",,11601 MINNETONKA MILLS RD STE C10,55305,952-938-3033,nppes,1841323110,SWANSON & WALMAN PA,PETER L WALMAN DDS,11601 MINNETONKA MILLS RD,55305,952-933-6060,0
nppes:1659029270|nppes:1952468654,distinct,,0.282,address,nppes,1659029270,"MILLER ENDODONTIC ADVANTAGE, PLLC",,11601 MINNETONKA MILLS RD STE C10,55305,952-938-3033,nppes,1952468654,BLUE RIDGE DENTAL CENTER PA,,"11601 MINNETONKA MILLS RD, SUITE D",55305,952-938-8858,0
nppes:1659029270|nppes:1982371456,distinct,,0.268,address,nppes,1659029270,"MILLER ENDODONTIC ADVANTAGE, PLLC",,11601 MINNETONKA MILLS RD STE C10,55305,952-938-3033,nppes,1982371456,"FACIAL DESIGNS, P.A.",,11601 MINNETONKA MILLS RD,55305,952-935-8420,0
nppes:1659039444|nppes:1669199741,distinct,,0.280,address,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,0
nppes:1659039444|nppes:1821746249,distinct,,0.400,address+nearby,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,nppes,1821746249,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE DOWNTOWN MINNEAPOLIS,825 NICOLLET MALL STE 1025,55402,612-333-2879,0
nppes:1659039444|nppes:1841656410,distinct,,0.323,address,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,0
nppes:1659039444|nppes:1861138133,distinct,,0.281,address,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,0
nppes:1659039444|nppes:1982775235,distinct,,0.279,address,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,0
nppes:1659458974|osm:node/13614655078,review,score,0.650,address+nearby,nppes,1659458974,UPTOWN DENTAL ACQUISITION COMPANY,UPTOWN DENTAL,"1406 W LAKE ST, SUITE 100",55408,612-827-3736,osm,node/13614655078,Uptown Dental,,"1406 Lake Street West, 100",55408,,51
nppes:1659528891|nppes:1841366093,review,score,0.691,address+nearby+phone,nppes,1659528891,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE APPLE VALLEY CEDAR|METRO DENTALCARE,14990 GLAZIER AVE,55124,952-431-5114,nppes,1841366093,"PDG, P.A.",PARK DENTAL,"14990 GLAZIER AVE, SUITE 100",55124,952-431-5114,0
